Kjevik;SN39040;26.03.2023 03:00;0.5
Kjevik;SN39040;26.03.2023 04:00;0.7
Kjevik;SN39040;26.03.2023 05:00;0.4
Kjevik;SN39040;26.03.2023 06:00;0.4
Kjevik;SN39040;26.03.2023 07:00;0.2
Kjevik;SN39040;26.03.2023 08:00;0.3
Kjevik;SN39040;26.03.2023 09:00;0.5
Kjevik;SN39040;26.03.2023 10:00;0.8
Kjevik;SN39040;26.03.2023 11:00;0.6
Kjevik;SN39040;26.03.2023 12:00;0.8
Kjevik;SN39040;26.03.2023 13:00;0.7
Kjevik;SN39040;26.03.2023 14:00;2.9
Kjevik;SN39040;26.03.2023 15:00;1.9
Kjevik;SN39040;26.03.2023 16:00;1.4
Kjevik;SN39040;26.03.2023 17:00;0.8
Kjevik;SN39040;26.03.2023 18:00;-0.5
Kjevik;SN39040;26.03.2023 19:00;-1.1
Kjevik;SN39040;26.03.2023 20:00;-1.1
Kjevik;SN39040;26.03.2023 21:00;-2.2
Kjevik;SN39040;26.03.2023 22:00;-3.3
Kjevik;SN39040;26.03.2023 23:00;-4.2
Kjevik;SN39040;27.03.2023 00:00;-4.5
Kjevik;SN39040;27.03.2023 01:00;-4.8
Kjevik;SN39040;27.03.2023 02:00;-4.5
Data er gyldig per 27.03.2023 (CC BY 4.0), Meteorologisk institutt (MET);;;